transaction_id,date,customer_id,product_id,quantity,unit_price,region,payment_method,total_amount,status,customer_email
TXN000121,2024-04-30,6116,PROD005,4,53.22,South,Cash,212.88,completed,customer120@email.com
TXN000122,2024-05-01,7019,PROD003,39,307.37,East,Cash,11987.43,completed,customer121@email.com
TXN000123,2024-05-02,2757,PROD003,40,84.28,North,Cash,3371.2,completed,customer122@email.com
TXN000124,2024-05-03,8574,PROD004,17,25.16,East,Debit Card,427.72,completed,customer123@email.com
TXN000125,2024-05-04,7374,PROD001,37,485.66,East,Cash,17969.42,completed,invalid_email_124
TXN000126,2024-05-05,7892,PROD003,39,389.03,West,Credit Card,15172.17,completed,customer125@email.com
TXN000127,2024-05-06,2678,PROD003,29,490.25,West,Debit Card,14217.25,completed,invalid_email_126
TXN000128,2024-05-07,4242,PROD002,36,244.16,East,Cash,8789.76,completed,customer127@email.com
TXN000129,2024-05-08,5636,PROD005,38,270.81,East,Cash,10290.78,cancelled,customer128@email.com
TXN000130,2024-05-09,2059,PROD001,39,92.49,South,Credit Card,3607.11,completed,customer129@email.com
TXN000131,2024-05-10,7668,PROD002,37,130.98,West,Debit Card,4846.26,completed,customer130@email.com
TXN000132,2024-05-11,4157,PROD004,35,420.89,West,PayPal,14731.15,completed,customer131@email.com
TXN000133,2024-05-12,6915,PROD004,7,184.53,South,PayPal,1291.71,completed,customer132@email.com
TXN000134,2024-05-13,3693,PROD003,27,415.14,North,Debit Card,11208.78,completed,customer133@email.com
TXN000135,2024-05-14,4627,PROD003,28,357.42,West,Cash,10007.76,completed,customer134@email.com
TXN000136,2024-05-15,6450,PROD004,22,96.81,West,Cash,2129.82,completed,customer135@email.com
TXN000137,2024-05-16,2663,PROD003,14,258.65,North,PayPal,3621.1,completed,customer136@email.com
TXN000138,2024-05-17,6592,PROD001,7,341.92,West,PayPal,2393.44,completed,customer137@email.com
TXN000139,2024-05-18,8392,PROD003,37,125.17,West,PayPal,4631.29,completed,customer138@email.com
TXN000140,2024-05-19,2306,PROD005,22,417.04,North,Credit Card,9174.88,completed,customer139@email.com
TXN000141,2024-05-20,7776,PROD003,5,276.97,North,PayPal,1384.85,completed,customer140@email.com
TXN000142,2024-05-21,6864,PROD002,2,90.97,East,Credit Card,181.94,completed,customer141@email.com
TXN000143,2024-05-22,8526,PROD001,27,295.66,South,Debit Card,7982.82,completed,customer142@email.com
TXN000144,2024-05-23,9901,PROD002,21,499.86,South,Cash,10497.06,cancelled,customer143@email.com
TXN000145,2024-05-24,6575,PROD002,38,83.76,North,PayPal,3182.88,pending,customer144@email.com
TXN000146,2024-05-25,6530,PROD005,15,410.21,North,Cash,6153.15,completed,customer145@email.com
TXN000147,2024-05-26,5413,PROD001,21,111.58,West,Cash,2343.18,completed,customer146@email.com
TXN000148,2024-05-27,4748,PROD001,10,393.37,East,PayPal,3933.7,completed,customer147@email.com
TXN000149,2024-05-28,1663,PROD001,23,369.94,East,PayPal,8508.62,completed,customer148@email.com
TXN000150,2024-05-29,2998,PROD001,39,157.24,North,Debit Card,6132.36,completed,customer149@email.com
TXN000151,2024-05-30,8994,PROD001,5,169.65,West,Credit Card,848.25,completed,customer150@email.com
TXN000152,2024-05-31,2495,PROD005,1,398.34,West,Credit Card,398.34,completed,customer151@email.com
TXN000153,2024-06-01,4304,PROD003,13,236.11,South,Cash,3069.43,completed,customer152@email.com
TXN000154,2024-06-02,4763,PROD002,21,368.1,South,PayPal,7730.1,cancelled,customer153@email.com
TXN000155,2024-06-03,6232,PROD001,26,82.51,West,Debit Card,2145.26,completed,customer154@email.com
TXN000156,2024-06-04,2853,PROD003,45,427.75,South,Debit Card,19248.75,completed,customer155@email.com
TXN000157,2024-06-05,7585,PROD003,21,358.33,North,Debit Card,7524.93,completed,customer156@email.com
TXN000158,2024-06-06,2291,PROD002,18,454.4,West,Debit Card,8179.2,completed,customer157@email.com
TXN000159,2024-06-07,4581,PROD005,37,74.86,South,Debit Card,2769.82,completed,customer158@email.com
TXN000160,2024-06-08,8554,PROD004,45,300.58,East,Credit Card,13526.1,completed,customer159@email.com
TXN000161,2024-06-09,8280,PROD004,32,303.57,West,Credit Card,9714.24,completed,customer160@email.com
TXN000162,2024-06-10,2636,PROD003,36,183.2,West,Credit Card,6595.2,completed,customer161@email.com
TXN000163,2024-06-11,4696,PROD002,17,234.65,East,PayPal,3989.05,completed,customer162@email.com
TXN000164,2024-06-12,1698,PROD004,35,28.61,North,Cash,1001.35,completed,customer163@email.com
TXN000165,2024-06-13,5737,PROD003,49,375.47,East,Debit Card,18398.03,completed,customer164@email.com
TXN000166,2024-06-14,1854,PROD005,11,279.17,West,PayPal,3070.87,pending,customer165@email.com
TXN000167,2024-06-15,9164,PROD004,21,38.29,North,Debit Card,804.09,completed,customer166@email.com
TXN000168,2024-06-16,6855,PROD003,26,343.57,South,Credit Card,8932.82,completed,customer167@email.com
TXN000169,2024-06-17,8392,PROD003,4,238.72,South,PayPal,954.88,completed,customer168@email.com
TXN000170,2024-06-18,7528,PROD001,34,26.89,South,Credit Card,914.26,completed,customer169@email.com
TXN000171,2024-06-19,6249,PROD005,48,485.11,West,Debit Card,23285.28,completed,customer170@email.com
TXN000172,2024-06-20,6172,PROD001,18,475.06,East,Debit Card,8551.08,completed,customer171@email.com
TXN000173,2024-06-21,2707,PROD002,40,261.32,North,Cash,10452.8,completed,customer172@email.com
TXN000174,2024-06-22,6791,PROD001,35,55.9,South,Debit Card,1956.5,completed,customer173@email.com
TXN000175,2024-06-23,6535,PROD001,41,379.76,North,Credit Card,15570.16,completed,customer174@email.com
TXN000176,2024-06-24,5931,PROD004,29,251.05,West,Debit Card,7280.45,completed,customer175@email.com
TXN000177,2024-06-25,4510,PROD003,29,158.2,South,Cash,4587.8,completed,customer176@email.com
TXN000178,2024-06-26,1202,PROD005,38,250.79,West,Cash,9530.02,completed,customer177@email.com
TXN000179,2024-06-27,5218,PROD001,42,266.0,East,Credit Card,11172.0,completed,customer178@email.com
TXN000180,2024-06-28,9958,PROD005,21,285.73,West,PayPal,6000.33,completed,customer179@email.com
TXN000181,2024-06-29,5389,PROD001,42,226.2,West,Debit Card,9500.4,completed,customer180@email.com
TXN000182,2024-06-30,3327,PROD002,13,306.82,East,Cash,3988.66,completed,customer181@email.com
TXN000183,2024-07-01,9004,PROD001,49,460.18,North,Debit Card,22548.82,completed,customer182@email.com
TXN000184,2024-07-02,3931,PROD004,41,187.51,East,Debit Card,7687.91,completed,customer183@email.com
TXN000185,2024-07-03,8777,PROD003,17,365.6,East,PayPal,6215.2,completed,customer184@email.com
TXN000186,2024-07-04,1197,PROD002,9,448.28,West,Cash,4034.52,completed,customer185@email.com
TXN000187,2024-07-05,8125,PROD001,41,233.43,North,Debit Card,9570.63,pending,customer186@email.com
TXN000188,2024-07-06,2930,PROD005,1,227.29,South,Cash,227.29,completed,customer187@email.com
TXN000189,2024-07-07,7287,PROD002,2,305.04,East,Credit Card,610.08,completed,customer188@email.com
TXN000190,2024-07-08,9800,PROD002,48,299.79,North,Credit Card,14389.92,completed,customer189@email.com
TXN000191,2024-07-09,5282,PROD001,29,405.23,East,Debit Card,11751.67,completed,customer190@email.com
TXN000192,2024-07-10,3511,PROD002,33,243.48,East,Cash,8034.84,completed,customer191@email.com
TXN000193,2024-07-11,1659,PROD005,10,498.1,East,Debit Card,4981.0,pending,customer192@email.com
TXN000194,2024-07-12,3811,PROD002,40,39.14,East,Cash,1565.6,completed,customer193@email.com
TXN000195,2024-07-13,8098,PROD005,21,11.55,West,Cash,242.55,completed,customer194@email.com
TXN000196,2024-07-14,7546,PROD001,28,323.7,North,PayPal,9063.6,completed,customer195@email.com
TXN000197,2024-07-15,2986,PROD003,11,156.23,North,PayPal,1718.53,completed,customer196@email.com
TXN000198,2024-07-16,9338,PROD002,34,127.79,North,PayPal,4344.86,completed,customer197@email.com
TXN000199,2024-07-17,3911,PROD003,8,162.83,East,Debit Card,1302.64,completed,customer198@email.com
TXN000200,2024-07-18,2734,PROD005,22,135.46,West,PayPal,2980.12,completed,customer199@email.com
TXN000201,2024-07-19,2843,PROD002,8,25.09,East,PayPal,200.72,completed,customer200@email.com
TXN000202,2024-07-20,9680,PROD004,49,486.05,East,Credit Card,23816.45,completed,customer201@email.com
TXN000203,2024-07-21,3976,PROD003,15,118.17,North,Cash,1772.55,completed,customer202@email.com
TXN000204,2024-07-22,2959,PROD002,17,369.67,East,Cash,6284.39,completed,customer203@email.com
TXN000205,2024-07-23,6759,PROD003,23,383.67,South,PayPal,8824.41,completed,customer204@email.com
TXN000206,2024-07-24,7694,PROD002,24,465.34,East,Cash,11168.16,completed,customer205@email.com
TXN000207,2024-07-25,3385,PROD001,45,24.97,South,Credit Card,1123.65,completed,customer206@email.com
TXN000208,2024-07-26,5736,PROD003,19,437.3,East,Credit Card,8308.7,completed,customer207@email.com
TXN000209,2024-07-27,2802,PROD004,5,268.34,West,PayPal,1341.7,completed,customer208@email.com
TXN000210,2024-07-28,9155,PROD004,32,319.95,West,Credit Card,10238.4,completed,customer209@email.com
TXN000211,2024-07-29,9120,PROD005,44,325.79,North,Cash,14334.76,completed,customer210@email.com
TXN000212,2024-07-30,7616,PROD002,1,411.7,East,Debit Card,411.7,completed,customer211@email.com
TXN000213,2024-07-31,6534,PROD003,23,173.37,South,Cash,3987.51,completed,customer212@email.com
TXN000214,2024-08-01,5061,PROD005,37,369.2,South,Debit Card,13660.4,completed,customer213@email.com
TXN000215,2024-08-02,1262,PROD003,8,269.0,East,PayPal,2152.0,completed,customer214@email.com
TXN000216,2024-08-03,7287,PROD002,13,398.76,South,Debit Card,5183.88,completed,customer215@email.com
TXN000217,2024-08-04,9815,PROD004,8,495.37,West,Credit Card,3962.96,completed,customer216@email.com
TXN000218,2024-08-05,3049,PROD001,23,108.32,South,Cash,2491.36,completed,customer217@email.com
TXN000219,2024-08-06,6423,PROD004,43,497.38,North,Debit Card,21387.34,completed,customer218@email.com
TXN000220,2024-08-07,5548,PROD005,1,54.01,West,Cash,54.01,completed,customer219@email.com
TXN000221,2024-08-08,4108,PROD001,45,11.14,West,PayPal,501.3,completed,customer220@email.com
TXN000222,2024-08-09,8158,PROD005,24,31.64,West,PayPal,759.36,completed,customer221@email.com
TXN000223,2024-08-10,8400,PROD002,35,177.47,East,Credit Card,6211.45,completed,customer222@email.com
TXN000224,2024-08-11,4170,PROD001,24,320.12,East,PayPal,7682.88,completed,customer223@email.com
TXN000225,2024-08-12,3255,PROD005,17,43.82,West,Debit Card,744.94,completed,customer224@email.com
TXN000226,2024-08-13,2154,PROD002,5,12.78,East,PayPal,63.9,completed,customer225@email.com
TXN000227,2024-08-14,5499,PROD004,20,469.17,South,Credit Card,9383.4,completed,customer226@email.com
TXN000228,2024-08-15,7295,PROD002,21,412.74,East,Cash,8667.54,completed,customer227@email.com
TXN000229,2024-08-16,7197,PROD003,40,406.5,East,Cash,16260.0,completed,customer228@email.com
TXN000230,2024-08-17,2648,PROD002,31,443.37,West,PayPal,13744.47,completed,customer229@email.com
TXN000231,2024-08-18,6539,PROD002,46,353.02,North,Debit Card,16238.92,completed,customer230@email.com
TXN000232,2024-08-19,5199,PROD003,36,61.16,North,Credit Card,2201.76,completed,customer231@email.com
TXN000233,2024-08-20,9445,PROD005,11,205.56,North,Debit Card,2261.16,completed,customer232@email.com
TXN000234,2024-08-21,3557,PROD005,15,364.34,South,Credit Card,5465.1,completed,customer233@email.com
TXN000235,2024-08-22,6592,PROD002,19,147.36,East,PayPal,2799.84,completed,customer234@email.com
TXN000236,2024-08-23,1098,PROD003,7,346.83,North,Credit Card,2427.81,pending,customer235@email.com
TXN000237,2024-08-24,3200,PROD003,28,22.0,West,Credit Card,616.0,completed,customer236@email.com
TXN000238,2024-08-25,3961,PROD004,43,160.01,North,PayPal,6880.43,completed,customer237@email.com
TXN000239,2024-08-26,5973,PROD005,5,279.07,North,Debit Card,1395.35,completed,customer238@email.com
TXN000240,2024-08-27,5433,PROD001,5,319.72,East,PayPal,1598.6,completed,customer239@email.com
TXN000241,2024-08-28,3869,PROD005,30,292.75,East,Credit Card,8782.5,completed,customer240@email.com
TXN000242,2024-08-29,1956,PROD005,32,351.9,East,PayPal,11260.8,completed,customer241@email.com
TXN000243,2024-08-30,9352,PROD004,8,12.98,South,Credit Card,103.84,completed,customer242@email.com
TXN000244,2024-08-31,6699,PROD001,10,59.46,South,PayPal,594.6,completed,customer243@email.com
TXN000245,2024-09-01,7944,PROD004,38,435.78,North,Cash,16559.64,pending,customer244@email.com
TXN000246,2024-09-02,5493,PROD001,47,344.06,East,Cash,16170.82,completed,customer245@email.com
TXN000247,2024-09-03,5911,PROD002,32,65.34,North,PayPal,2090.88,completed,customer246@email.com
TXN000248,2024-09-04,4987,PROD001,48,422.62,West,Debit Card,20285.76,completed,customer247@email.com
TXN000249,2024-09-05,7015,PROD004,28,128.69,West,Credit Card,3603.32,completed,customer248@email.com
TXN000250,2024-09-06,2218,PROD005,17,244.35,East,Cash,4153.95,completed,customer249@email.com
TXN000251,2024-09-07,5496,PROD001,31,81.15,East,Debit Card,2515.65,completed,customer250@email.com
TXN000252,2024-09-08,5735,PROD001,8,357.95,West,Credit Card,2863.6,completed,customer251@email.com
TXN000253,2024-09-09,5555,PROD003,40,336.76,East,Cash,13470.4,completed,customer252@email.com
TXN000254,2024-09-10,9050,PROD005,25,113.45,South,Cash,2836.25,completed,customer253@email.com
TXN000255,2024-09-11,4446,PROD002,9,433.07,South,PayPal,3897.63,completed,customer254@email.com
TXN000256,2024-09-12,2045,PROD004,2,206.64,East,Credit Card,413.28,pending,customer255@email.com
TXN000257,2024-09-13,7893,PROD002,15,153.33,West,Debit Card,2299.95,completed,customer256@email.com
TXN000258,2024-09-14,2693,PROD005,3,84.64,North,Debit Card,253.92,completed,customer257@email.com
TXN000259,2024-09-15,4436,PROD001,49,140.42,East,Debit Card,6880.58,completed,customer258@email.com
TXN000260,2024-09-16,9754,PROD001,36,20.79,East,Credit Card,748.44,completed,customer259@email.com
TXN000261,2024-09-17,6895,PROD005,4,295.8,North,Debit Card,1183.2,pending,customer260@email.com
TXN000262,2024-09-18,4354,PROD001,14,422.69,East,Debit Card,5917.66,completed,customer261@email.com
TXN000263,2024-09-19,1225,PROD001,41,279.0,North,Debit Card,11439.0,completed,customer262@email.com
TXN000264,2024-09-20,5893,PROD001,41,117.44,West,PayPal,4815.04,completed,customer263@email.com
TXN000265,2024-09-21,8022,PROD004,25,26.5,South,PayPal,662.5,pending,customer264@email.com
TXN000266,2024-09-22,6600,PROD004,10,115.17,West,Credit Card,1151.7,completed,customer265@email.com
TXN000267,2024-09-23,8996,PROD003,21,213.9,South,Credit Card,4491.9,completed,customer266@email.com
TXN000268,2024-09-24,8683,PROD002,36,382.21,North,Debit Card,13759.56,completed,customer267@email.com
TXN000269,2024-09-25,5642,PROD005,12,102.04,South,PayPal,1224.48,completed,customer268@email.com
TXN000270,2024-09-26,8679,PROD005,27,362.7,West,Cash,9792.9,completed,invalid_email_269
TXN000271,2024-09-27,9208,PROD005,40,434.8,South,Cash,17392.0,pending,customer270@email.com
TXN000272,2024-09-28,8339,PROD003,2,232.43,North,Debit Card,464.86,completed,customer271@email.com
TXN000273,2024-09-29,3205,PROD004,13,412.5,South,Debit Card,5362.5,completed,customer272@email.com
TXN000274,2024-09-30,2069,PROD003,32,281.78,East,PayPal,9016.96,completed,customer273@email.com
TXN000275,2024-10-01,4444,PROD005,31,322.17,West,PayPal,9987.27,completed,customer274@email.com
TXN000276,2024-10-02,2060,PROD002,16,267.88,East,PayPal,4286.08,completed,customer275@email.com
TXN000277,2024-10-03,3327,PROD001,32,236.95,North,Credit Card,7582.4,cancelled,customer276@email.com
